Customer_id,Age,Income,Credit_score,transaction_count,total_spending,avg_transaction_value,total_loans,total_defaults,total_loan_amount,default_rate,default_flag,spending_income_ratio,loan_income_ratio,transaction_income_ratio
42,30,29964.0,379,4,3028.759979248047,757.1899948120117,0,0.0,0.0,0.0,0,0.10107996192924999,0.0,0.00013349352556401014
43,38,51005.0,507,3,3831.3600006103516,638.5600001017252,2,0.0,140832.0,0.0,0,0.07511734144908051,2.7611410646015098,5.8817762964415255e-05
44,33,37733.0,319,7,5482.910095214844,783.2728707449777,1,7.0,81459.0,7.0,1,0.1453080882838588,2.1588264914001005,0.0001855140063074762
45,56,63826.0,419,4,1186.0399780273438,296.50999450683594,1,0.0,94244.0,0.0,0,0.01858239554456403,1.4765769435653182,6.26703851095165e-05
46,60,114059.0,458,5,3501.6199951171875,700.3239990234375,0,0.0,0.0,0.0,0,0.030700076233503605,0.0,4.383696157251948e-05
47,35,23978.0,781,4,3226.3599853515625,806.5899963378906,0,0.0,0.0,0.0,0,0.13455500814711663,0.0,0.0001668195846192343
48,38,26216.0,774,2,2076.5999755859375,1038.2999877929688,0,0.0,0.0,0.0,0,0.0792111678206415,0.0,7.628928898382667e-05
49,51,124862.0,696,3,2089.8499755859375,696.6166585286459,1,0.0,93513.0,0.0,0,0.016737277759333806,0.7489308196248659,2.402652528391344e-05
50,61,90262.0,458,3,2424.9600219726562,808.3200073242188,1,0.0,102798.0,0.0,0,0.02686579094162168,1.1388845804435974,3.323657796193304e-05
51,44,92574.0,691,3,5222.239990234375,1740.7466634114583,1,0.0,137754.0,0.0,0,0.056411519327612236,1.4880419988333657,3.240650722665111e-05
52,53,93280.0,777,1,1889.77001953125,1889.77001953125,1,1.0,18507.0,1.0,1,0.020259112559297278,0.1984026586620926,1.072041166380789e-05
53,33,126886.0,534,5,4992.760009765625,998.552001953125,1,5.0,68320.0,5.0,1,0.03934839154647183,0.5384360764780984,3.940545056192172e-05
54,56,70493.0,377,8,9445.639923095703,1180.704990386963,1,0.0,204832.0,0.0,0,0.13399401249905243,2.9057069496262042,0.00011348644546267005
55,24,66881.0,516,5,5732.4901123046875,1146.4980224609376,0,0.0,0.0,0.0,0,0.08571178828523329,0.0,7.475964773253988e-05
56,55,59570.0,464,3,4612.6400146484375,1537.5466715494792,1,3.0,107664.0,3.0,1,0.07743226480860227,1.807352694309216,5.036091992613732e-05
57,51,49030.0,413,4,5150.339996337891,643.7924995422363,2,0.0,289080.0,0.0,0,0.1050446664560043,5.895982051805017,8.158270446665307e-05
58,47,93847.0,718,2,1349.6199951171875,674.8099975585938,0,0.0,0.0,0.0,0,0.014381067003923274,0.0,2.1311283258921435e-05
59,28,99027.0,553,7,8233.050018310547,1176.1500026157923,1,0.0,53599.0,0.0,0,0.0831394470024392,0.5412564250153998,7.06877922182839e-05
60,54,68290.0,709,4,3906.300079345703,976.5750198364258,1,0.0,166744.0,0.0,0,0.05720164122632455,2.4417044955337532,5.8573729682237514e-05
61,48,66011.0,416,6,7030.629943847656,1171.7716573079426,1,0.0,69006.0,0.0,0,0.10650694496141032,1.0453712260077865,9.089394191877111e-05
62,34,109789.0,500,3,2242.2100219726562,747.4033406575521,0,0.0,0.0,0.0,0,0.020422902312368783,0.0,2.732514186302817e-05
63,36,87136.0,849,4,6411.989990234375,1602.9974975585938,1,0.0,105508.0,0.0,0,0.07358600337672574,1.2108428204186559,4.590525156077855e-05
64,24,102368.0,768,3,2534.929916858673,844.976638952891,0,0.0,0.0,0.0,0,0.024762913379754153,0.0,2.9306033135354798e-05
65,35,92028.0,687,10,8223.670011520386,822.3670011520386,0,0.0,0.0,0.0,0,0.08936052083627141,0.0,0.00010866258095362281
66,47,76064.0,618,3,2857.419921875,952.4733072916666,1,3.0,33498.0,3.0,1,0.03756599602801588,0.44039230122002526,3.944047118216239e-05
67,30,98855.0,411,3,3428.8699340820312,1142.9566446940105,1,0.0,50139.0,0.0,0,0.03468585235023045,0.5071974103484902,3.0347478630317132e-05
68,54,78978.0,385,5,5272.339904785156,1054.4679809570312,0,0.0,0.0,0.0,0,0.06675707038396966,0.0,6.33087695307554e-05
69,53,82310.0,720,7,6525.260116577148,932.1800166538784,0,0.0,0.0,0.0,0,0.07927663851995077,0.0,8.504434455108735e-05
70,25,132270.0,660,6,4171.13996887207,695.1899948120117,0,0.0,0.0,0.0,0,0.03153504172429175,0.0,4.5361760036289406e-05
71,32,76561.0,735,5,1739.019983291626,347.8039966583252,0,0.0,0.0,0.0,0,0.0227141754064292,0.0,6.530740194093598e-05
72,41,107687.0,692,2,2289.679962158203,1144.8399810791016,1,0.0,10426.0,0.0,0,0.021262361865018092,0.0968176288688514,1.857234392266476e-05
73,56,119760.0,758,4,3805.590087890625,951.3975219726562,0,0.0,0.0,0.0,0,0.03177680434110408,0.0,3.34001336005344e-05
74,32,124329.0,489,2,2520.5599975585938,1260.2799987792969,1,0.0,48566.0,0.0,0,0.02027330709294367,0.3906248743253786,1.6086351535040096e-05
75,23,118603.0,439,3,4658.179931640625,776.3633219401041,2,0.0,245598.0,0.0,0,0.039275397179166,2.0707570634806878,2.529446978575584e-05
76,28,42238.0,564,6,4423.739974975586,737.2899958292643,0,0.0,0.0,0.0,0,0.10473365156909858,0.0,0.00014205218050097068
77,44,80853.0,629,1,587.6799926757812,587.6799926757812,1,0.0,19522.0,0.0,0,0.0072684995321853395,0.24145053368458808,1.2368124868588674e-05
78,63,88637.0,384,6,3367.469980239868,561.2449967066447,0,0.0,0.0,0.0,0,0.03799169624693828,0.0,6.769182169974164e-05
79,44,29711.0,534,3,2479.580062866211,826.5266876220703,0,0.0,0.0,0.0,0,0.08345663433967927,0.0,0.00010097270371242974
80,30,42567.0,455,6,4873.970085144043,812.3283475240072,0,0.0,0.0,0.0,0,0.11450114138050703,0.0,0.00014095426034251886
81,58,49488.0,512,3,3208.1499633789062,1069.383321126302,0,0.0,0.0,0.0,0,0.06482682596546448,0.0,6.062075654704171e-05
82,36,102405.0,690,7,5890.5700035095215,841.5100005013602,1,0.0,106001.0,0.0,0,0.057522288985005825,1.0351154728773009,6.835603730286607e-05
83,35,24931.0,801,7,5773.689952850342,824.8128504071917,0,0.0,0.0,0.0,0,0.23158677762024554,0.0,0.00028077493883117406
84,43,109443.0,499,3,1672.2199478149414,557.4066492716471,1,0.0,38793.0,0.0,0,0.015279368692515203,0.35445848523889145,2.7411529289219047e-05
85,53,135346.0,547,5,4833.749923706055,966.7499847412109,1,0.0,225010.0,0.0,0,0.035714021276624756,1.6624798664164437,3.694235514902546e-05
86,49,127100.0,735,4,5792.9100341796875,1448.2275085449219,0,0.0,0.0,0.0,0,0.045577576980170634,0.0,3.147128245476003e-05
87,29,134982.0,307,7,4929.480072021484,704.2114388602121,1,0.0,341250.0,0.0,0,0.0365195364716887,2.528114859759079,5.185876635403239e-05
88,55,20174.0,836,7,11880.059936523438,848.5757097516741,2,0.0,283500.0,0.0,0,0.5888797430615365,14.052741151977793,0.00034698126301179735
89,63,70055.0,810,4,3223.2300453186035,805.8075113296509,1,0.0,64740.0,0.0,0,0.04600999279592611,0.9241310398972236,5.709799443294554e-05
90,31,100141.0,787,6,4182.659973144531,697.1099955240885,1,0.0,197472.0,0.0,0,0.041767707264202786,1.9719395652130496,5.991551911804356e-05
91,41,132450.0,608,5,3484.1099853515625,696.8219970703125,0,0.0,0.0,0.0,0,0.02630509615214468,0.0,3.775009437523594e-05
92,32,139681.0,563,3,4960.8699951171875,1653.6233317057292,0,0.0,0.0,0.0,0,0.03551571076321896,0.0,2.1477509468002092e-05
93,29,97561.0,439,6,5006.099990844727,834.3499984741211,1,6.0,122328.0,6.0,1,0.05131251207803043,1.2538616865345784,6.149998462500385e-05
94,50,54405.0,757,3,3728.9100341796875,1242.9700113932292,0,0.0,0.0,0.0,0,0.06853984071647252,0.0,5.5141990625861594e-05
95,63,37296.0,696,9,9127.859992980957,1014.206665886773,0,0.0,0.0,0.0,0,0.2447409908027927,0.0,0.00024131274131274132
96,38,143153.0,686,8,6767.440002441406,845.9300003051758,1,0.0,377864.0,0.0,0,0.047274175200250124,2.6395814268649627,5.588426368989822e-05
97,63,24509.0,477,6,16193.139724731445,1349.428310394287,2,6.0,330060.0,3.0,1,0.6607017717871576,13.466889713982619,0.00024480802970337426
98,38,43689.0,442,5,7267.620002746582,1453.5240005493165,0,0.0,0.0,0.0,0,0.16634896662195478,0.0,0.00011444528370985832
99,53,46402.0,814,8,7936.75,992.09375,1,0.0,146176.0,0.0,0,0.1710432739968105,3.150209042713676,0.00017240636179475022
100,40,132808.0,581,3,1762.0900421142578,587.3633473714193,0,0.0,0.0,0.0,0,0.013267951042966221,0.0,2.2589000662610686e-05
101,58,73189.0,569,5,2630.010009765625,526.002001953125,0,0.0,0.0,0.0,0,0.03593449848700795,0.0,6.831627703616663e-05
102,28,30449.0,841,4,4652.4500732421875,1163.1125183105469,0,0.0,0.0,0.0,0,0.15279483967428117,0.0,0.00013136720417747708
103,55,81954.0,507,6,7136.530090332031,1189.4216817220051,0,0.0,0.0,0.0,0,0.08707970435039207,0.0,7.321180174244088e-05
104,63,149277.0,599,8,6672.919921875,834.114990234375,0,0.0,0.0,0.0,0,0.044701594497980265,0.0,5.359164506253475e-05
105,60,84829.0,674,5,9306.760116577148,930.6760116577149,2,0.0,123925.0,0.0,0,0.10971201023915346,1.4608801235426565,5.894210706244327e-05
106,21,54573.0,407,8,8435.540000915527,1054.442500114441,0,0.0,0.0,0.0,0,0.15457350706238482,0.0,0.00014659263738478736
107,38,111018.0,691,4,3316.490005493164,829.122501373291,0,0.0,0.0,0.0,0,0.02987344399550671,0.0,3.6030193301987067e-05
108,37,139760.0,521,6,3869.5401000976562,644.923350016276,0,0.0,0.0,0.0,0,0.02768703563321162,0.0,4.293073840870063e-05
109,43,78628.0,422,9,8217.460098266602,913.0511220296224,1,0.0,265302.0,0.0,0,0.10451060815824645,3.3741415271913313,0.00011446304115582235
110,54,131211.0,676,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
111,50,81003.0,429,4,2645.8800048828125,661.4700012207031,0,0.0,0.0,0.0,0,0.03266397546859762,0.0,4.9380887127637245e-05
112,28,48299.0,830,4,2197.1600189208984,549.2900047302246,1,4.0,169284.0,4.0,1,0.04549079730265427,3.5049172860721756,8.281744963663845e-05
113,56,78322.0,820,8,18455.959869384766,1153.4974918365479,2,0.0,260520.0,0.0,0,0.23564209123087723,3.3262684813973085,0.00010214243762927402
114,23,120502.0,534,2,2361.760009765625,1180.8800048828125,0,0.0,0.0,0.0,0,0.01959934283053912,0.0,1.659723490066555e-05
115,42,34874.0,579,3,10765.920227050781,1196.213358561198,3,6.0,194628.0,2.0,1,0.30870907343725357,5.58089120835006,8.602397201353444e-05
116,48,49129.0,455,3,1574.3299942016602,524.7766647338867,0,0.0,0.0,0.0,0,0.03204482065992917,0.0,6.106373017973091e-05
117,35,62081.0,781,5,14725.499877929688,1472.5499877929688,2,5.0,102360.0,2.5,1,0.2371981746094568,1.6488136466873924,8.053993975612506e-05
118,51,20961.0,652,3,2594.5799865722656,864.8599955240885,1,0.0,101808.0,0.0,0,0.12378130750308981,4.857020180334907,0.0001431229426077
119,52,111804.0,692,5,3833.159927368164,766.6319854736328,0,0.0,0.0,0.0,0,0.034284640329220455,0.0,4.472111910128439e-05
120,41,37997.0,823,3,2029.3099822998047,676.4366607666016,0,0.0,0.0,0.0,0,0.053407110621886064,0.0,7.895360160012632e-05
121,48,142107.0,437,5,7142.519958496094,1428.5039916992187,0,0.0,0.0,0.0,0,0.050261563177718856,0.0,3.518475514928892e-05
122,35,124942.0,830,7,9113.56997680664,1301.9385681152344,1,0.0,83076.0,0.0,0,0.07294240509041508,0.6649165212658673,5.6025996062172846e-05
123,55,115914.0,431,1,615.6300048828125,615.6300048828125,1,0.0,29456.0,0.0,0,0.005311092748786277,0.2541194333730179,8.627085597943303e-06
124,33,118170.0,409,4,3086.3200073242188,771.5800018310547,1,0.0,198772.0,0.0,0,0.026117627209310473,1.682085131590082,3.384953880003385e-05
125,31,83414.0,475,6,8090.0501708984375,1348.3416951497395,0,0.0,0.0,0.0,0,0.09698671890687939,0.0,7.193037140048433e-05
126,54,83623.0,495,5,4041.989974975586,808.3979949951172,0,0.0,0.0,0.0,0,0.048335864235624006,0.0,5.979216244334693e-05
127,46,57279.0,600,7,7268.3901081085205,1038.341444015503,0,0.0,0.0,0.0,0,0.12689450074387681,0.0,0.00012220883744478778
128,43,105145.0,435,4,5020.7999267578125,1255.1999816894531,1,0.0,142964.0,0.0,0,0.04775120002622866,1.3596842455656475,3.8042702934043464e-05
129,48,102419.0,335,3,3080.320068359375,1026.7733561197917,0,0.0,0.0,0.0,0,0.030075670220948994,0.0,2.929144006483172e-05
130,41,32723.0,425,3,2671.7700805664062,890.5900268554688,0,0.0,0.0,0.0,0,0.08164807873869774,0.0,9.167863582189897e-05
131,33,119634.0,350,7,9632.870136260986,1376.124305180141,0,0.0,0.0,0.0,0,0.08051950228414152,0.0,5.851179430596653e-05
132,45,39076.0,580,5,5193.320068359375,1038.664013671875,1,0.0,184585.0,0.0,0,0.13290306245161673,4.723743474255297,0.00012795577848295628
133,59,28872.0,459,4,3594.9300384521484,898.7325096130371,0,0.0,0.0,0.0,0,0.12451267797354351,0.0,0.00013854253255749516
134,42,66757.0,686,5,2841.6500396728516,568.3300079345703,1,0.0,88745.0,0.0,0,0.042567072212245184,1.329373698638345,7.489851251554144e-05
135,51,98636.0,644,2,1709.3400573730469,854.6700286865234,0,0.0,0.0,0.0,0,0.017329778755961787,0.0,2.0276572448193357e-05
136,59,59441.0,590,5,5221.669982910156,1044.3339965820312,0,0.0,0.0,0.0,0,0.08784626744015336,0.0,8.411702360323682e-05
137,31,44794.0,519,3,3036.280029296875,1012.0933430989584,0,0.0,0.0,0.0,0,0.06778318590205999,0.0,6.697325534669822e-05
138,62,83150.0,319,5,4421.389923095703,884.2779846191406,0,0.0,0.0,0.0,0,0.05317366113163804,0.0,6.0132291040288637e-05
139,23,47532.0,571,7,7506.609939575195,1072.3728485107422,0,0.0,0.0,0.0,0,0.15792750020144736,0.0,0.00014726920811242953
140,38,67889.0,570,4,4497.920013427734,1124.4800033569336,0,0.0,0.0,0.0,0,0.06625403251524893,0.0,5.891970716905537e-05
141,43,118127.0,836,3,1864.9199829101562,621.6399943033854,0,0.0,0.0,0.0,0,0.01578741509485686,0.0,2.5396395404945526e-05
142,36,39803.0,847,6,2827.769989013672,471.2949981689453,1,6.0,114414.0,6.0,1,0.07104414212530895,2.8745069467125592,0.00015074240635128006
143,41,36324.0,678,8,7885.839981079102,985.7299976348877,1,0.0,305216.0,0.0,0,0.2170972354663336,8.402598832727673,0.00022024006166721728
144,42,107047.0,586,6,4425.490051269531,737.5816752115885,1,0.0,114438.0,0.0,0,0.04134156072818044,1.0690444384242435,5.6050146197464664e-05
145,23,24464.0,464,4,7020.599983215332,877.5749979019165,2,4.0,217880.0,2.0,1,0.2869767815244985,8.906147809025507,0.00016350555918901244
146,24,112925.0,849,6,7343.010070800781,1223.8350118001301,0,0.0,0.0,0.0,0,0.06502554855701378,0.0,5.31326101394731e-05
147,21,124106.0,434,3,623.0199928283691,207.6733309427897,1,0.0,76488.0,0.0,0,0.005020063436323539,0.6163118624401721,2.417288446972749e-05
148,51,117421.0,762,3,2915.4599609375,971.8199869791666,0,0.0,0.0,0.0,0,0.02482911881978096,0.0,2.5549092581395152e-05
149,40,111709.0,309,6,7759.400009155273,1293.2333348592122,0,0.0,0.0,0.0,0,0.06946083134890899,0.0,5.371098121010841e-05
150,32,133193.0,380,6,8832.339965820312,1472.056660970052,0,0.0,0.0,0.0,0,0.06631234348517048,0.0,4.5047412401552636e-05
151,53,57454.0,445,4,3574.580047607422,893.6450119018555,1,0.0,87780.0,0.0,0,0.0622163826297111,1.5278309604205103,6.962091412260243e-05
152,34,31160.0,317,5,4151.699981689453,830.3399963378906,0,0.0,0.0,0.0,0,0.13323812521468079,0.0,0.00016046213093709883
153,31,39979.0,804,5,3123.9099731445312,624.7819946289062,1,0.0,72115.0,0.0,0,0.07813877218400989,1.8038220065534405,0.0001250656594712224
154,33,32705.0,829,4,5147.820068359375,1286.9550170898438,0,0.0,0.0,0.0,0,0.1574016226374981,0.0,0.00012230545788105795
155,25,118443.0,596,11,10220.130111694336,929.1027374267578,1,0.0,94138.0,0.0,0,0.08628732902488401,0.7947958089545182,9.28716766714791e-05
156,32,132416.0,609,1,629.1500244140625,629.1500244140625,0,0.0,0.0,0.0,0,0.004751314224973285,0.0,7.551957467375544e-06
157,33,113363.0,371,4,7861.93994140625,982.7424926757812,2,0.0,235492.0,0.0,0,0.06935190442566137,2.077326817391918,3.528488131048049e-05
158,28,146589.0,323,2,2546.5399169921875,636.6349792480469,2,0.0,79252.0,0.0,0,0.017371971409806924,0.5406408393535668,1.3643588536656912e-05
159,22,141835.0,354,5,2591.5100708007812,518.3020141601562,0,0.0,0.0,0.0,0,0.018271301658975437,0.0,3.525222970352875e-05
160,52,51525.0,384,4,3839.2300415039062,959.8075103759766,1,0.0,169192.0,0.0,0,0.07451198527906659,3.2836875303250848,7.763221737020864e-05
161,32,68809.0,629,1,1319.2900390625,1319.2900390625,0,0.0,0.0,0.0,0,0.019173219187351945,0.0,1.4532982604019824e-05
162,64,104766.0,741,6,5281.649940490723,880.2749900817871,0,0.0,0.0,0.0,0,0.05041377871151636,0.0,5.727048851726705e-05
163,61,117621.0,801,12,13912.749877929688,1159.3958231608074,1,0.0,400260.0,0.0,0,0.11828457399554236,3.4029637564720585,0.00010202259800545822
164,42,133989.0,517,7,7123.7900390625,1017.6842912946429,1,0.0,297689.0,0.0,0,0.053166976685119674,2.221742083305346,5.2243094582391094e-05
165,34,55129.0,535,5,3789.4200744628906,757.8840148925781,0,0.0,0.0,0.0,0,0.0687373265334559,0.0,9.069636670354985e-05
166,57,116300.0,631,5,3575.0499954223633,715.0099990844726,0,0.0,0.0,0.0,0,0.030739896779212066,0.0,4.299226139294927e-05
167,47,77935.0,775,5,2332.5499572753906,466.50999145507814,0,0.0,0.0,0.0,0,0.0299294278215871,0.0,6.415602745877976e-05
168,63,54695.0,302,5,6447.860015869141,1289.572003173828,0,0.0,0.0,0.0,0,0.11788755856786069,0.0,9.141603437242893e-05
169,26,143353.0,594,5,6934.4801025390625,1386.8960205078124,0,0.0,0.0,0.0,0,0.048373456450433984,0.0,3.487893521586573e-05
170,21,30514.0,755,10,10015.820049285889,1001.5820049285888,1,0.0,379930.0,0.0,0,0.328236876492295,12.451006095562693,0.0003277184243298158
171,38,120823.0,531,3,4013.530029296875,1337.8433430989583,0,0.0,0.0,0.0,0,0.03321826166621318,0.0,2.482970957516367e-05
172,24,123967.0,760,4,10198.940063476562,1274.8675079345703,2,0.0,93928.0,0.0,0,0.08227141145205226,0.7576855130800939,3.2266651608895916e-05
173,32,129718.0,602,2,1033.5,516.75,0,0.0,0.0,0.0,0,0.007967282875159963,0.0,1.54180607163231e-05
174,21,142464.0,490,4,9215.179809570312,1151.897476196289,2,0.0,111716.0,0.0,0,0.06468426977741965,0.7841700359389039,2.807726864330638e-05
175,64,130632.0,483,4,6315.369934082031,1578.8424835205078,0,0.0,0.0,0.0,0,0.0483447389160545,0.0,3.0620368669238775e-05
176,27,106383.0,765,8,6438.52001953125,804.8150024414062,0,0.0,0.0,0.0,0,0.06052207607917853,0.0,7.519998496000301e-05
177,54,85158.0,652,5,5388.169998168945,1077.633999633789,0,0.0,0.0,0.0,0,0.06327262263285828,0.0,5.871438972263322e-05
178,50,54209.0,689,4,3842.8500213623047,960.7125053405762,0,0.0,0.0,0.0,0,0.07088952058444732,0.0,7.378848530686786e-05
179,39,70274.0,385,6,4667.379951477051,777.8966585795084,1,0.0,293748.0,0.0,0,0.0664168817980626,4.180038136437374,8.5380083672482e-05
180,49,56531.0,720,3,4307.989990234375,1435.9966634114583,0,0.0,0.0,0.0,0,0.076205798415637,0.0,5.306822805186535e-05
181,42,24837.0,431,4,5520.0899658203125,1380.0224914550781,0,0.0,0.0,0.0,0,0.2222526861464876,0.0,0.0001610500463018883
182,60,95230.0,329,3,21299.1201171875,1774.9266764322917,4,3.0,343545.0,0.75,1,0.2236597723111152,3.607529139976898,3.150267772760685e-05
183,50,91338.0,620,4,5505.900085449219,1376.4750213623047,0,0.0,0.0,0.0,0,0.060280497552488765,0.0,4.379338281985592e-05
184,47,87960.0,540,7,5894.969917297363,842.138559613909,0,0.0,0.0,0.0,0,0.06701875758637293,0.0,7.958162801273305e-05
185,50,86039.0,549,5,3782.509979248047,756.5019958496093,0,0.0,0.0,0.0,0,0.04396273758700179,0.0,5.811318123176699e-05
186,25,122913.0,741,8,5069.030059814453,633.6287574768066,0,0.0,0.0,0.0,0,0.04124079682226008,0.0,6.508668733168989e-05
187,27,122177.0,524,2,2288.3199768066406,1144.1599884033203,1,2.0,34218.0,2.0,1,0.018729547924786503,0.2800690801050934,1.63696931501019e-05
188,38,111211.0,755,0,0.0,0.0,1,0.0,29073.0,0.0,0,0.0,0.261421981638507,0.0
189,50,110067.0,438,7,5985.270015716553,855.0385736737933,0,0.0,0.0,0.0,0,0.054378424193596196,0.0,6.35976268999791e-05
190,55,140681.0,389,5,6202.810028076172,1240.5620056152343,0,0.0,0.0,0.0,0,0.04409131317005262,0.0,3.5541402179398783e-05
191,45,100570.0,617,5,5785.539978027344,1157.1079956054687,1,0.0,29555.0,0.0,0,0.05752749306977572,0.2938749129959232,4.971661529283086e-05
192,30,91090.0,381,4,3977.199951171875,994.2999877929688,1,0.0,44268.0,0.0,0,0.0436623114630791,0.48598089801295424,4.39126138983423e-05
